item_id,group,standards,item_information,tablet_student_materials_prompt,prompt,tablet_writing_scoring_instructions,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
E06RI1M06,6,E06RI1,"M - Here are three words. (Point to each.) Katie's twin daughters liked studying maps in school. She bought them a globe for their birthday. What did Katie's twins like studying: numbers, movies, or maps?",NA,Katie's twin daughters liked studying maps in school. She bought them a globe for their birthday. [prgrph] What did Katie's twins like studying?,NA,numbers,movies,maps,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI1M07,6,E06RI1,"M - Here are three words. (Point to each.) All houses have a roof. There are many kinds of roofs. What do all houses have: roof, rail, or rafter?",NA,All houses have a roof. There are many kinds of roofs. [prgrph] What do all houses have?,NA,roof,rail,rafter,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.0103017559931737,NA,NA,NA
E06RI1M08,6,E06RI1,"M - Here are three words. (Point to each.) Going to the doctor once a year is a good idea. Doctors can tell people what to do to stay healthy. Who should people visit to stay healthy: hotels, doorman, or doctor?",NA,Going to the doctor once a year is a good idea. Doctors can tell people what to do to stay healthy. [prgrph] Who should people visit to stay healthy?,NA,hotels,doorman,doctor,c,Changed distractor word dentist to doorman.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI1MSAMPLE,6,E06RI1,"M - Here are three words. (Point to each.) A rose is a flower. There are many kinds of roses. What kind of plant is a rose: fruit, flower, or orange?",NA,A rose is a flower. There are many kinds of roses. [prgrph] What kind of plant is a rose?,NA,fruit,flower,orange,a,Changed sentences to what reviewer 1 suggested. Also changed all answer choices.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449398244006826,NA,NA,NA
E06RI2H11,6,E06RI2,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences.) What are these sentences about: ants, flowers, or bees?",NA,Bees are very important insects. Bees are known for producing honey and beeswax. Bees are related to ants and wasps. [prgrph] What are these sentences about?,NA,ants,flowers,bees,c,Changed distractor word honey to flowers.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.206498244006826,NA,NA,NA
E06RI2H12,6,E06RI2,"H - Here are three words and sentences for you to read. (Point to each.) What are these sentences about: tortoise, turtle, or tiger?",NA,Most tortoise species spend their lives on dry land. Tortoises can live longer than 150 years or more. Tortoises can be really big. [prgrph] What are these sentences about?,NA,tortoise,turtle,tiger,a,Changed directions to independent reading.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.56,NA
E06RI2H13,6,E06RI2,H - Here are three words and sentences for you to read. (Point to each and have student read sentences.) What are these sentences about? (Do not read answer choices.),"Here are three words and sentences for you to read. [highlight words first, then sentences] What are these sentences about? [No audio for answer choices]",Eggs contain a lot of protein. There are many ways to prepare eggs. Eggs come from chickens. [prgrph] What are these sentences about?,NA,chicken,eggs,hen,b,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI2H13_intro.mp3,ELA_G6_E06RI2H13_stem.mp3,NA,NA,NA,NA,FT,OI,OI,NA,NA,1.52,1.52,1.52
E06RI2H14,6,E06RI2,"H - Here are three words and sentences for you to read. (Point to each.) What are these sentences about: wheat, beans, or rice?",NA,People usually cook rice by boiling or steaming. Rice is a good source of carbohydrates. Rice goes well with a lot of different foods. [prgrph] What are these sentences about?,NA,wheat,beans,rice,c,Changed directions to independent reading.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.11,NA
E06RI2H15,6,E06RI2,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences.) What are these sentences about: library, school, or books?",NA,A library is a place that has many books. A library is a quiet place. Most schools have a library. [prgrph] What are these sentences about?,NA,library,school,books,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.00229824400683,1,NA,NA
E06RI2HSAMPLE,6,E06RI2,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences.) What are these sentences about: electricity, light bulb, or inventions?","Here are three words. [highlight answer options] I will read sentences to you. Follow along. [highlight sentences] What are these sentences about: electricity, light bulb, or inventions?",The light bulb was invented around 1878. This was possible because of electricity. The light bulb changed how people live. [prgrph] What are these sentences about?,NA,electricity,light bulb,inventions,b,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI2HSAMPLE_intro.mp3,ELA_G6_E06RI2HSAMPLE_stem.mp3,ELA_G6_E06RI2HSAMPLE_a.mp3,ELA_G6_E06RI2HSAMPLE_b.mp3,ELA_G6_E06RI2HSAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,2.0908
E06RI2L01,6,E06RI2,"L - Here are three pictures with words. (Point to each.) Soup is a liquid food. A soup can be served warm or cold. What are these sentences about: soup, cup, or plate?",NA,Soup is a liquid food. A soup can be served warm or cold. [prgrph] What are these sentences about?,NA,soup,cup,plate,a,No changes.,NA,Soup3.ai,Cup1.ai,Plate1.ai,Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.446601755993174,NA,NA,NA
E06RI2L02,6,E06RI2,"L - Here are three pictures with words. (Point to each.) Zebras are related to horses. Zebras live in Africa. What are these two sentences about: horses, zebras, or Africa?",NA,Zebras are related to horses. Zebras live in Africa. [prgrph] What are these two sentences about?,NA,horses,zebras,Africa,b,"Added the word ""two"" to the question.",NA,Horse1.ai,Zebra1.ai,Africa1.ai,Animals/Maps,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2L03,6,E06RI2,"L - Here are three pictures with words. (Point to each.) Apples are usually eaten fresh. Apples can also be made into juice. What are these two sentences about: orange, juice, or apples?",NA,Apples are usually eaten fresh. Apples can also be made into juice. [prgrph] What are these two sentences about?,NA,orange,juice,apples,c,"Added the word ""two"" to the question.",NA,Orange1.ai,Juice_Box.ai,Apple1.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2L04,6,E06RI2,"L - Here are three pictures with words. (Point to each.) Lions usually live in groups. Lions are carnivores. What are these sentences about: lions, cat, or tiger?",NA,Lions usually live in groups. Lions are carnivores. [prgrph] What are these sentences about?,NA,lions,cat,tiger,a,No changes.,NA,Lion1.ai,Cat1.ai,Tiger1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2L05,6,E06RI2,"L - Here are three pictures with words. (Point to each.) Pasta is usually made from wheat. Pasta is easy to cook. What are these sentences about: plant, pasta, or plate?",NA,Pasta is usually made from wheat. Pasta is easy to cook. [prgrph] What are these sentences about?,NA,plant,pasta,plate,b,No changes.,NA,Tomato_Plant1.ai,Meatballs_Spaghetti1.ai,Plate1.ai,Plants_Outdoors/Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2M06,6,E06RI2,"M - Here are three words. (Point to each.) Tomato is a fruit. Tomato is the official state fruit of Ohio. What are these sentences about: apple, tomato, or Ohio?",NA,Tomato is a fruit. Tomato is the official state fruit of Ohio. [prgrph] What are these sentences about?,NA,apple,tomato,Ohio,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2M07,6,E06RI2,"M - Here are three pictures. (Point to each.) Pears are a great source of fiber. Pears are related to plums and apricots. What are these sentences about: plum, tree, or pears?",NA,Pears are a great source of fiber. Pears are related to plums and apricots. [prgrph] What are these sentences about?,NA,plum,tree,pears,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2M08,6,E06RI2,"M - Here are three words. (Point to each.) Paper is the material we throw away the most. Humans use some type of paper every day. What are these sentences about: human, paper, or garbage?",NA,Paper is the material we throw away the most. Humans use some type of paper every day. [prgrph] What are these sentences about?,NA,human,paper,garbage,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
E06RI2M09,6,E06RI2,"M - Here are three words. (Point to each.) Snow is a form of precipitation like rain and sleet. It will usually snow in the winter. What are these sentences about: snow, rain, or winter?",NA,Snow is a form of precipitation like rain and sleet. It will usually snow in the winter. [prgrph] What are these sentences about?,NA,snow,rain,winter,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI2M10,6,E06RI2,"M - Here are three words. (Point to each.) Corn is a cereal crop. Corn is part of the grass family. What are these sentences about: cows, grass, or corn?",NA,Corn is a cereal crop. Corn is part of the grass family. [prgrph] What are these sentences about?,NA,cows,grass,corn,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3H09,6,E06RI3,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Read sentences to student.) What is very far away: time, stars, or mountains?",NA,Stars in the sky are very far away. They would take a long time to reach with a spaceship. Astronauts do not travel to stars. [prgrph] What is very far away?,NA,time,stars,mountains,b,"Added the word ""very"" to question. Changed astronauts to time in answers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.603698244006826,NA,NA,NA
E06RI3H10,6,E06RI3,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Read sentences to student.) What do caterpillars change into: spiders, leaves, or butterflies?",NA,"Caterpillars eat lots of leaves. They grow large and create a cocoon. When they are ready, caterpillars change into butterflies. [prgrph] What do caterpillars change into?",NA,spiders,leaves,butterflies,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.720401755993174,NA,NA,NA
E06RI3H11,6,E06RI3,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Read sentences to student.) Where does most trash go: landfill, moon, or ocean?",NA,Most trash goes to a landfill. Trash that can be used to make other things gets recycled. Many things made of plastic and paper can be made into new things. [prgrph] Where does most trash go?,NA,landfill,moon,ocean,a,Changed the word some to most in first sentence.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3H12,6,E06RI3,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Read sentences to student.) Who was William Shakespeare: a painter,  writer, or astronaut?",NA,William Shakespeare was a famous writer from England. He wrote many plays that are still loved today. He was very creative and invented new words. [prgrph] Who was William Shakespeare?,NA,painter,writer,astronaut,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.43,NA,NA
E06RI3L01,6,E06RI3,"L - Here are three pictures with words. (Point to each.) Jackie Robinson was a great baseball player. He was a hero to many people. What did Jackie Robinson play: baseball, football, or basketball?",NA,Jackie Robinson was a great baseball player. He was a hero to many people. [prgrph] What did Jackie Robinson play?,NA,baseball,football,basketball,a,No changes.,NA,Baseball1.ai,Football1.ai,Basketball1.ai,Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3L02,6,E06RI3,"L - Here are three pictures with words. (Point to each.) Plants need sunlight and water. They need them to grow. What needs sunlight and water: rivers, plants, or rocks?",NA,Plants need sunlight and water. They need them to grow. [prgrph] What needs sunlight and water?,NA,rivers,plants,rocks,b,No changes.,NA,Mountains_River.ai,Grass1.ai,Rock1.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.630498244006826,NA,NA,NA
E06RI3L03,6,E06RI3,"L - Here are three pictures with words. (Point to each.) The winter is cold in many places. To play outside in winter, you need a hat and gloves. When do you need a hat and gloves: summer, classroom, or  winter?",NA,"The winter is cold in many places. To play outside in winter, you need a hat and gloves. [prgrph] When do you need a hat and gloves?",NA,summer,classroom,winter,c,"Added the words ""in winter"" to second sentence.",NA,Beach1.ai,Teacher.ai,Snow7.ai,Plants_Outdoors/People/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3L04,6,E06RI3,"L - Here are three pictures with words. (Point to each.) There are 11 soccer players on a team. There is 1 goalie on a team. How many soccer players are on a team: 11, 5, or 1?",NA,There are 11 soccer players on a team. There is 1 goalie on a team. [prgrph] How many soccer players are on a team?,NA,11,5,1,a,Do not use item.,NA,Soccer13.ai,Soccer14.ai,Soccer5.ai,Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3LSAMPLE,6,E06RI3,"L - Here are three pictures with words. (Point to each.) Many counties have a fair. There are animals at the fair. What do many counties have: fawn, fire, or fair?",NA,Many counties have a fair. There are animals at the fair. [prgrph] What do many counties have?,NA,fawn,fire,fair,c,No changes.,NA,Deer2.ai,Fire1.ai,Carnival1.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3M05,6,E06RI3,"M - Here are three words. (Point to each.) Nelson Mandela was a great man. After he was a prisoner, he became president of his country. What did he become: farmer, president, or preacher?",NA,"Nelson Mandela was a great man. After he was a prisoner, he became the president of his country. [prgrph] What did he become?",NA,farmer,president,preacher,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.988098244006826,0.99,NA,NA
E06RI3M06,6,E06RI3,"M - Here are three words. (Point to each.) Rosa Parks was a brave girl and stood up to bullies. She went to school when other people did not want her to. Where did she go to: library, store, or school?",NA,Rosa Parks was a brave girl and stood up to bullies. She went to school when other people did not want her to. [prgrph] Where did she go to?,NA,library,store,school,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.0476982440068263,NA,NA,NA
E06RI3M07,6,E06RI3,"M - Here are three words. (Point to each.) More than half the Earth is covered in water. There are many rivers, lakes, and oceans. What is more than half of the Earth covered in: water, grass, or trees?",NA,"More than half the Earth is covered in water. There are many rivers, lakes, and oceans. [prgrph] What is more than half of the Earth covered in?",NA,water,grass,trees,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI3M08,6,E06RI3,"M - Here are three words. (Point to each.) Sailboats use the power of the wind to move forward. Sailboats have been used by people all over the world for a very long time. What uses the power of the wind: leaves, sailboats, or candles?",NA,Sailboats use the power of the wind to move forward. Sailboats have been used all over the world for a very long time. [prgrph] What uses the power of the wind?,NA,leaves,sailboats,candles,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4H09,6,E06RI4,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences to student.) What does the word open mean: hurtful, hard, or easy?",NA,Gema is my friend. Gema is very open. I can always talk with Gema. [prgrph] What does the word open mean?,NA,hurtful,hard,easy,c,Do not use item.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4H10,6,E06RI4,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences to student.) Juliet makes Romeo's heart sing because she makes him _______. What word fills the blank: happy, angry, or sad?",NA,Seeing Juliet made Romeo's heart sing. He loved everything about her. He wanted to marry her. [prgrph] Juliet makes Romeo's heart sing because she makes him ______.,NA,happy,angry,sad,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.2,NA
E06RI4H11,6,E06RI4,"H - Here are three words. (Point to each.) A ruler is in inches. It is 12 inches long. A ruler is used to ______ something: measure, complete, or make?","Here are three words. [highlight answer options] A ruler is in inches. It is 12 inches long. A ruler is used to: measure, complete, or make something?",A ruler is in inches. It is 12 inches long. A ruler is used to ______ something.,NA,measure,complete,make,a,No changes.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI4H11_intro.mp3,ELA_G6_E06RI4H11_stem.mp3,ELA_G6_E06RI4H11_a.mp3,ELA_G6_E06RI4H11_b.mp3,ELA_G6_E06RI4H11_c.mp3,FT,OI,OI,OI,NA,1.67769824400683,1.68,1.68,1.68
E06RI4H12,6,E06RI4,"H - Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences to student.) One product made from wood is ____: plant, pigs, or paper.",NA,We get wood from trees. Many things are made from wood. One product made from wood is ____.,NA,plant,pigs,paper,c,Do not use item.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4L01,6,E06RI4,"L - Here are three pictures with words. (Point to each.) Jens was very sleepy.What is another word for sleepy: tired, happy, or running?",NA,Jens was very sleepy. [prgrph] What is another word for sleepy?,NA,tired,happy,running,a,No changes.,NA,Girl_Concerned2.ai,Girl27.ai,Boy_Running1.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4L02,6,E06RI4,"L - Here are three pictures with words. (Point to each.) A hog is an animal on a farm. What is another word for hog: dog, pig, or deer?",NA,A hog is an animal on a farm. [prgrph] What is another word for hog?,NA,dog,pig,deer,b,No changes.,NA,Dog5.ai,Pig1.ai,Deer1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4L03,6,E06RI4,"L - Here are three pictures with words. (Point to each.) A sandle is on a foot. A sandle is a kind of _____: cap, shirt, or shoe.",NA,A sandle is on a foot. A sandle is a kind of _____.,NA,cap,shirt,shoe,c,No changes.,NA,Hat1.ai,Shirt2.ai,Shoe3.ai,Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4L04,6,E06RI4,"L - Here are three pictures with words. (Point to each.) Horses have a hoof to stand on. Humans have a _____: foot, hand, or ear.",NA,Horses have a hoof to stand on. Humans have a _____.,NA,foot,hand,ear,a,No changes.,NA,Foot2.ai,Hand3.ai,Ear.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4M05,6,E06RI4,"M - Here are three words. (Point to each.) A photo was taken with a camera. What is another word for photo: person, problem, or picture?",NA,A photo was taken with a camera. [prgrph] What is another word for photo?,NA,person,problem,picture,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.0887982440068263,NA,NA,NA
E06RI4M06,6,E06RI4,"M - Here are three words. (Point to each.)  We write sentences. Writing a group of sentences together about the same idea is called a _____________: plan, paragraph, or period.",NA,We write sentences. Writing a group of sentences together about the same idea is called a ___.,NA,plan,paragraph,period,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI4M07,6,E06RI4,"M - Here are three words. (Point to each.) Hercules had more might than any other warrior in Greece. He was noble, brave, and powerful. What does the word might mean in this sentence: strength, weakness, or pain?","Here are three words. [highlight answer options] Hercules had more might than any other warrior in Greece. He was noble, brave, and powerful. What does the word ""might"" mean in this sentence: strength, weakness, or pain?","Hercules had more might than any other warrior in Greece. He was noble, brave, and powerful. [prgrph] What does the word might mean in this sentence?",NA,strength,weakness,pain,a,Changed to answers to strength and weekness.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI4M07_intro.mp3,ELA_G6_E06RI4M07_stem.mp3,ELA_G6_E06RI4M07_a.mp3,ELA_G6_E06RI4M07_b.mp3,ELA_G6_E06RI4M07_c.mp3,NA,FT,OI,OI,NA,NA,1.91,1.91,1.91
E06RI4M08,6,E06RI4,"M - Here are three words. (Point to each.) The mayor is the head of a city. People elect a mayor to make decisions. What does the word head mean in this sentence: helmet, leader, or servant?",NA,The mayor is the head of a city. People elect a mayor to make decisions. [prgrph] What does the word head mean in this sentence?,NA,helmet,leader,servant,b,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,2.21,NA
E06RI4MSAMPLE,6,E06RI4,"M - Here are three words. (Point to each.) The two friends were talking after school. Char said that Stella was chatty. The word chatty means that Stella talks too ______: much, little, or softly.",NA,The two friends were talking after school. Char said that Stella was chatty. [prgrph] The word chatty means that Stella talks too _____.,NA,much,little,softly,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI5H09,6,E06RI5,"H -  Here are three words. (Point to each.) I will read sentences to you. Follow along. (Point to and read sentences to the student.)  What does Kaden play after dinner: cook, computer, or cards?",NA,Kaden plays games on his computer. He gets to use his computer after he helps with dinner. Computer time is his favorite time of day. [prgrph] What does Kaden play after dinner?,NA,cook,computer,cards,b,Changed a word in question from do to play.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.248298244006826,NA,NA,NA
E06RI5H10,6,E06RI5,"H -  Here are three words. (Point to each.)  I will read sentences to you. Follow along. (Point to and read sentences to the student.) What are apples, bananas, and grapes: fruit, soil, or oranges?",NA,"Apples are a fruit. Bananas are a fruit. Grapes are a fruit too. [prgrph] What are apples, bananas, and grapes?",NA,fruit,soil,oranges,a,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.151698244006826,NA,NA,NA
E06RI5H11,6,E06RI5,"H -  Here are three words. (Point to each.)  I will read sentences to you. Follow along. (Point to and read sentences to the student.) What does Basil draw: purple, artwork, or people?","Here are three words. [highlight answer options] I will read sentences to you. Follow along. [highlight sentences] What does Basil draw: purple, plants, or people?",Basil likes to draw. He draws pictures of people. He likes drawing people in action. [prgrph] What does Basil draw?,NA,purple,artwork,people,c,"Added two words to third sentence, in action.",NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI5H11_intro.mp3,ELA_G6_E06RI5H11_stem.mp3,ELA_G6_E06RI5H11_a.mp3,ELA_G6_E06RI5H11_b.mp3,ELA_G6_E06RI5H11_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.2649
E06RI5H12,6,E06RI5,"H -  Here are three words. (Point to each.)  I will read sentences to you. Follow along. (Point to and read sentences to the student.) What is cold: juice, milk, or water?","Here are three words. [highlight answer options] I will read sentences to you. Follow along. [highlight sentences] What is cold: juice, milk, or water?",The water in the glass is very cold. It has ice cubes in it. Ice cubes make the water cold. [prgrph] What is cold?,NA,juice,milk,water,c,Changed distractor word glass to milk.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI5H12_intro.mp3,ELA_G6_E06RI5H12_stem.mp3,ELA_G6_E06RI5H12_a.mp3,ELA_G6_E06RI5H12_b.mp3,ELA_G6_E06RI5H12_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.1906
E06RI5HSAMPLE,6,E06RI5,"H - Here are three words. (Point to each.) Saturday is the dance. Monday is the game. On Wednesday, we take the train.  What happens on Saturday: game, dance, or train?","Here are three words. [highlight answer options] Saturday is the dance. Monday is the game. On Wednesday, we take the train. What happens on Saturday: game, dance, or train?","Saturday is the dance. Monday is the game. On Wednesday, we take the train. [prgrph] What happens on Saturday?",NA,game,dance,train,b,Changed sentences to what reviewer 1 suggested.,NA,NA,NA,NA,NA,prompt (SM),word only,word only,word only,ELA_G6_E06RI5HSAMPLE_intro.mp3,ELA_G6_E06RI5HSAMPLE_stem.mp3,ELA_G6_E06RI5HSAMPLE_a.mp3,ELA_G6_E06RI5HSAMPLE_b.mp3,ELA_G6_E06RI5HSAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.5762
E06RI5L01,6,E06RI5,"L - Here are three pictures with words. (Point to each.) Ollie is a boy. He likes robots. What does Ollie like: robots, boys, or rabbits?",NA,Ollie is a boy. He likes robots. [prgrph] What does Ollie like?,NA,robots,boys,rabbits,a,No changes.,NA,Robot1.ai,Boy14.ai,Rabbit2.ai,Misc./People/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.297101755993174,NA,NA,NA
E06RI5L02,6,E06RI5,"L - Here are three pictures with words. (Point to each.) Bosco is a dog. He plays frisbee. What is Bosco: frisbee, dog, or boy?",NA,Bosco is a dog. He plays frisbee. [prgrph] What is Bosco?,NA,frisbee,dog,boy,b,No changes.,NA,Frisbee.ai,Dog20.ai,Man1.ai,Sports/Animals/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.109601755993174,NA,NA,NA
E06RI5L03,6,E06RI5,"L - Here are three pictures with words. (Point to each.) Mako lives on a farm. She has six pet ducks.
What pet does Mako have: dog, Mako, or ducks?",NA,Mako lives on a farm. She has six pet ducks. [prgrph] What pet does Mako have?,NA,dog,Mako,ducks,c,No changes.,NA,Dog20.ai,Girl2.ai,Duck.ai,Animals/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI5L04,6,E06RI5,"L - Here are three pictures with words. (Point to each.) Apples are red and green. Apples grow on trees. What grows on trees: airplane, apples, or trees?",NA,Apples are red and green. Apples grow on trees. [prgrph] What grows on trees?,NA,airplane,apples,trees,b,No changes.,NA,Plane1.ai,Apple1.ai,Tree1.ai,Transportation/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E06RI5M05,6,E06RI5,"M -  Here are three words. (Point to each.) Shelly likes to grow flowers.  She grows flowers for her mother and her friends. What does Shelly grow: fruit, friends, or flowers?",NA,Shelly likes to grow flowers. She grows flowers for her mother and her friends. [prgrph] What does Shelly grow?,NA,fruit,friends,flowers,c,No changes.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.379201755993174,NA,NA,NA
